Title,Href,Rating,Stock,Price,Category,Count
Drive,https://books.toscrape.com/catalogue/drive-the-surprising-truth-about-what-motivates-us_804/index.html,4,Instock,$34.95,Default,15
Done Rubbed Out,https://books.toscrape.com/catalogue/done-rubbed-out-reightman-bailey-1_803/index.html,5,Instock,$37.72,Default,15
Doing It Over,https://books.toscrape.com/catalogue/doing-it-over-most-likely-to-1_802/index.html,3,Instock,$35.61,Romance,15
Deliciously Ella Every Day,https://books.toscrape.com/catalogue/deliciously-ella-every-day-quick-and-easy-recipes-for-gluten-free-snacks-packed-lunches-and-simple-meals_801/index.html,3,Instock,$42.16,Food And Drink,15
Dark Notes,https://books.toscrape.com/catalogue/dark-notes_800/index.html,5,Instock,$19.19,Erotica,15
Daring Greatly,https://books.toscrape.com/catalogue/daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html,3,Instock,$19.43,Nonfiction,15
Close to You,https://books.toscrape.com/catalogue/close-to-you_798/index.html,4,Instock,$49.46,Christian Fiction,15
Chasing Heaven,https://books.toscrape.com/catalogue/chasing-heaven-what-dying-taught-me-about-living_797/index.html,2,Instock,$37.80,Spirituality,15
Big Magic,https://books.toscrape.com/catalogue/big-magic-creative-living-beyond-fear_796/index.html,3,Instock,$30.80,Nonfiction,15
Becoming Wise,https://books.toscrape.com/catalogue/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/index.html,2,Instock,$27.43,Nonfiction,15
Beauty Restored,https://books.toscrape.com/catalogue/beauty-restored-riley-family-legacy-novellas-3_794/index.html,2,Instock,$11.11,Default,15
Batman,https://books.toscrape.com/catalogue/batman-the-long-halloween-batman_793/index.html,2,Instock,$36.50,Sequential Art,15
Batman,https://books.toscrape.com/catalogue/batman-the-dark-knight-returns-batman_792/index.html,5,Instock,$15.38,Sequential Art,15
Ayumi's Violin,https://books.toscrape.com/catalogue/ayumis-violin_791/index.html,2,Instock,$15.48,Default,15
Anonymous,https://books.toscrape.com/catalogue/anonymous_790/index.html,4,Instock,$46.82,Default,15
Amy Meets the Saints ...,https://books.toscrape.com/catalogue/amy-meets-the-saints-and-sages_789/index.html,3,Instock,$18.46,Default,15
Amid the Chaos,https://books.toscrape.com/catalogue/amid-the-chaos_788/index.html,1,Instock,$36.58,Cultural,15
Amatus,https://books.toscrape.com/catalogue/amatus_787/index.html,5,Instock,$50.54,Default,15
Agnostic,https://books.toscrape.com/catalogue/agnostic-a-spirited-manifesto_786/index.html,5,Instock,$12.51,Nonfiction,15
Zealot,https://books.toscrape.com/catalogue/zealot-the-life-and-times-of-jesus-of-nazareth_785/index.html,3,Instock,$24.70,History,14
You,https://books.toscrape.com/catalogue/you-you-1_784/index.html,5,Instock,$43.61,Thriller,14
Wonder Woman,https://books.toscrape.com/catalogue/wonder-woman-earth-one-volume-one-wonder-woman-earth-one-1_783/index.html,4,Instock,$37.34,Sequential Art,14
Wild Swans,https://books.toscrape.com/catalogue/wild-swans_782/index.html,2,Instock,$14.36,Young Adult,14
Why the Right Went ...,https://books.toscrape.com/catalogue/why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/index.html,4,Instock,$52.65,Politics,14
Whole Lotta Creativity Going ...,https://books.toscrape.com/catalogue/whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780/index.html,4,Instock,$38.20,Nonfiction,14
What's It Like in ...,https://books.toscrape.com/catalogue/whats-it-like-in-space-stories-from-astronauts-whove-been-there_779/index.html,2,Instock,$19.60,Nonfiction,14
"We Are Robin, Vol. ...",https://books.toscrape.com/catalogue/we-are-robin-vol-1-the-vigilante-business-we-are-robin-1_778/index.html,1,Instock,$53.90,Sequential Art,14
Walt Disney's Alice in ...,https://books.toscrape.com/catalogue/walt-disneys-alice-in-wonderland_777/index.html,5,Instock,$12.96,Childrens,14
V for Vendetta,https://books.toscrape.com/catalogue/v-for-vendetta-v-for-vendetta-complete_776/index.html,4,Instock,$37.10,Default,14
Until Friday Night,https://books.toscrape.com/catalogue/until-friday-night-the-field-party-1_775/index.html,2,Instock,$46.31,Young Adult,14
Unbroken,https://books.toscrape.com/catalogue/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html,2,Instock,$45.95,Default,14
Twenty Yawns,https://books.toscrape.com/catalogue/twenty-yawns_773/index.html,2,Instock,$22.08,Childrens,14
Through the Woods,https://books.toscrape.com/catalogue/through-the-woods_772/index.html,2,Instock,$25.38,Sequential Art,14
This Is Where It ...,https://books.toscrape.com/catalogue/this-is-where-it-ends_771/index.html,2,Instock,$27.12,Young Adult,14
The Year of Magical ...,https://books.toscrape.com/catalogue/the-year-of-magical-thinking_770/index.html,2,Instock,$43.04,Nonfiction,14
The Wright Brothers,https://books.toscrape.com/catalogue/the-wright-brothers_769/index.html,4,Instock,$56.80,Default,14
The White Queen,https://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html,5,Instock,$25.91,Add A Comment,14
The Wedding Pact,https://books.toscrape.com/catalogue/the-wedding-pact-the-omalleys-2_767/index.html,3,Instock,$32.61,Romance,14
The Time Keeper,https://books.toscrape.com/catalogue/the-time-keeper_766/index.html,5,Instock,$27.88,Fiction,14
The Testament of Mary,https://books.toscrape.com/catalogue/the-testament-of-mary_765/index.html,4,Instock,$52.67,Fiction,14
The Star-Touched Queen,https://books.toscrape.com/catalogue/the-star-touched-queen_764/index.html,5,Instock,$46.02,Fantasy,14
The Songs of the ...,https://books.toscrape.com/catalogue/the-songs-of-the-gods_763/index.html,5,Instock,$44.48,Default,14
The Song of Achilles,https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html,5,Instock,$37.40,Add A Comment,14
The Rosie Project,https://books.toscrape.com/catalogue/the-rosie-project-don-tillman-1_761/index.html,1,Instock,$54.04,Default,14
The Power of Habit,https://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html,3,Instock,$16.88,Default,14
The Marriage of Opposites,https://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html,4,Instock,$28.08,Historical Fiction,14
The Lucifer Effect,https://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html,1,Instock,$10.40,Psychology,14
The Long Haul,https://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html,1,Instock,$44.07,Humor,14
The Loney,https://books.toscrape.com/catalogue/the-loney_756/index.html,1,Instock,$23.40,Horror,14
The Literature Book,https://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html,3,Instock,$17.43,Nonfiction,14
The Last Mile,https://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html,2,Instock,$54.21,Mystery,14
The Immortal Life of ...,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html,2,Instock,$40.67,Add A Comment,14
The Hidden Oracle,https://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html,2,Instock,$52.26,Fantasy,14
The Help Yourself Cookbook ...,https://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html,3,Instock,$28.77,Food And Drink,14
The Guilty,https://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html,2,Instock,$13.82,Thriller,14
The First Hostage,https://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html,3,Instock,$25.85,Fiction,14
The Dovekeepers,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html,1,Instock,$48.78,Add A Comment,14
The Darkest Lie,https://books.toscrape.com/catalogue/the-darkest-lie_747/index.html,5,Instock,$35.35,Young Adult,14
The Bane Chronicles,https://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html,4,Instock,$44.73,Fantasy,14
The Bad-Ass Librarians of ...,https://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html,1,Instock,$15.77,Nonfiction,14
The 14th Colony,https://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/index.html,1,Instock,$39.24,Thriller,14
That Darkness,https://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/index.html,1,Instock,$13.92,Mystery,14
Tastes Like Fear,https://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/index.html,1,Instock,$10.69,Mystery,14
Take Me with You,https://books.toscrape.com/catalogue/take-me-with-you_741/index.html,3,Instock,$45.21,Fiction,14
Swell,https://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html,1,Instock,$45.58,Nonfiction,14
Superman Vol. 1,https://books.toscrape.com/catalogue/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html,5,Instock,$11.89,Sequential Art,14
Still Life with Bread ...,https://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html,3,Instock,$26.41,Fiction,14
Steve Jobs,https://books.toscrape.com/catalogue/steve-jobs_737/index.html,5,Instock,$39.50,Default,14
Sorting the Beef from ...,https://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html,4,Instock,$44.74,Science,14
Someone Like You,https://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html,5,Instock,$52.79,Contemporary,14
"So Cute It Hurts!!, ...",https://books.toscrape.com/catalogue/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html,4,Instock,$35.43,Sequential Art,14
Shtum,https://books.toscrape.com/catalogue/shtum_733/index.html,4,Instock,$55.84,Fiction,14
See America,https://books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html,3,Instock,$48.87,Travel,14
salt.,https://books.toscrape.com/catalogue/salt_731/index.html,4,Instock,$46.78,Poetry,14
Robin War,https://books.toscrape.com/catalogue/robin-war_730/index.html,3,Instock,$47.82,Sequential Art,14
"Red Hood/Arsenal, Vol. 1",https://books.toscrape.com/catalogue/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html,2,Instock,$25.48,Sequential Art,14
Rain Fish,https://books.toscrape.com/catalogue/rain-fish_728/index.html,3,Instock,$23.57,Childrens,14
Quarter Life Poetry,https://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html,5,Instock,$50.89,Poetry,14
Pet Sematary,https://books.toscrape.com/catalogue/pet-sematary_726/index.html,3,Instock,$10.56,Horror,14
Overload,https://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html,3,Instock,$52.15,Self Help,14
Once Was a Time,https://books.toscrape.com/catalogue/once-was-a-time_724/index.html,2,Instock,$18.28,Childrens,14
Old School,https://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html,5,Instock,$11.83,Humor,14
No Dream Is Too ...,https://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html,2,Instock,$21.95,Nonfiction,14
Naruto,https://books.toscrape.com/catalogue/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html,2,Instock,$38.39,Sequential Art,14
My Name Is Lucy ...,https://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html,1,Instock,$41.56,Fiction,14
My Mrs. Brown,https://books.toscrape.com/catalogue/my-mrs-brown_719/index.html,3,Instock,$24.48,Fiction,14
My Kind of Crazy,https://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html,1,Instock,$40.36,Young Adult,14
Mr. Mercedes,https://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html,1,Instock,$28.90,Fiction,14
More Than Music,https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html,2,Instock,$37.61,Add A Comment,14
Made to Stick,https://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html,5,Instock,$38.85,Business,14
Luis Paints the World,https://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html,3,Instock,$53.95,Childrens,14
Luckiest Girl Alive,https://books.toscrape.com/catalogue/luckiest-girl-alive_713/index.html,3,Instock,$49.83,Default,14
Lowriders to the Center ...,https://books.toscrape.com/catalogue/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html,2,Instock,$51.51,Sequential Art,14
Love Is a Mix ...,https://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html,1,Instock,$18.03,Music,14
Looking for Lovely,https://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html,5,Instock,$29.14,Nonfiction,14
Living Leadership by Insight,https://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html,4,Instock,$46.91,Default,14
Let It Out,https://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html,5,Instock,$26.79,Nonfiction,14
Lady Midnight,https://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/index.html,5,Instock,$16.28,Default,14
It's All Easy,https://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html,1,Instock,$19.55,Food And Drink,14
Island of Dragons,https://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html,1,Instock,$29.65,Fantasy,14
I Know What I'm ...,https://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html,4,Instock,$25.98,Humor,14
I Am Pilgrim,https://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html,4,Instock,$10.60,Fiction,14
Hyperbole and a Half,https://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html,5,Instock,$14.75,Humor,14
"Hush, Hush",https://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html,3,Instock,$47.02,Default,14
Hold Your Breath,https://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html,1,Instock,$28.82,Romance,14
Hamilton,https://books.toscrape.com/catalogue/hamilton-the-revolution_699/index.html,3,Instock,$58.79,Nonfiction,14
Greek Mythic History,https://books.toscrape.com/catalogue/greek-mythic-history_698/index.html,5,Instock,$10.23,Default,14
God,https://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html,5,Instock,$30.03,Religion,14
Glory over Everything,https://books.toscrape.com/catalogue/glory-over-everything-beyond-the-kitchen-house_696/index.html,3,Instock,$45.84,Historical Fiction,14
Feathers,https://books.toscrape.com/catalogue/feathers-displays-of-brilliant-plumage_695/index.html,3,Instock,$49.05,Art,14
Far & Away,https://books.toscrape.com/catalogue/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html,4,Instock,$15.06,Nonfiction,14
Every Last Word,https://books.toscrape.com/catalogue/every-last-word_693/index.html,3,Instock,$46.47,Default,14
Eligible,https://books.toscrape.com/catalogue/eligible-the-austen-project-4_692/index.html,3,Instock,$27.09,Fiction,14
El Deafo,https://books.toscrape.com/catalogue/el-deafo_691/index.html,5,Instock,$57.62,Sequential Art,14
Eight Hundred Grapes,https://books.toscrape.com/catalogue/eight-hundred-grapes_690/index.html,4,Instock,$14.39,Fiction,14
Eaternity,https://books.toscrape.com/catalogue/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html,5,Instock,$51.75,Nonfiction,14
"Eat Fat, Get Thin",https://books.toscrape.com/catalogue/eat-fat-get-thin_688/index.html,2,Instock,$54.07,Health,14
Don't Get Caught,https://books.toscrape.com/catalogue/dont-get-caught_687/index.html,1,Instock,$55.35,Young Adult,14
Doctor Sleep,https://books.toscrape.com/catalogue/doctor-sleep-the-shining-2_686/index.html,2,Instock,$40.12,Horror,14
Demigods & Magicians,https://books.toscrape.com/catalogue/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html,5,Instock,$37.51,Fantasy,14
Dear Mr. Knightley,https://books.toscrape.com/catalogue/dear-mr-knightley_684/index.html,5,Instock,$11.21,Fiction,14
Daily Fantasy Sports,https://books.toscrape.com/catalogue/daily-fantasy-sports_683/index.html,1,Instock,$36.58,Default,14
Crazy Love,https://books.toscrape.com/catalogue/crazy-love-overwhelmed-by-a-relentless-god_682/index.html,2,Instock,$47.72,Christian,14
Cometh the Hour,https://books.toscrape.com/catalogue/cometh-the-hour-the-clifton-chronicles-6_681/index.html,3,Instock,$25.01,Fiction,14
Code Name Verity,https://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html,4,Instock,$22.13,Add A Comment,14
Clockwork Angel,https://books.toscrape.com/catalogue/clockwork-angel-the-infernal-devices-1_679/index.html,1,Instock,$44.14,Default,14
City of Glass,https://books.toscrape.com/catalogue/city-of-glass-the-mortal-instruments-3_678/index.html,4,Instock,$56.02,Fantasy,14
City of Fallen Angels ...,https://books.toscrape.com/catalogue/city-of-fallen-angels-the-mortal-instruments-4_677/index.html,4,Instock,$11.23,Default,14
City of Bones,https://books.toscrape.com/catalogue/city-of-bones-the-mortal-instruments-1_676/index.html,1,Instock,$43.28,Default,14
City of Ashes,https://books.toscrape.com/catalogue/city-of-ashes-the-mortal-instruments-2_675/index.html,1,Instock,$47.27,Default,14
Cell,https://books.toscrape.com/catalogue/cell_674/index.html,4,Instock,$20.29,Add A Comment,14
Catching Jordan,https://books.toscrape.com/catalogue/catching-jordan-hundred-oaks_673/index.html,3,Instock,$50.83,Young Adult,14
"Carry On, Warrior",https://books.toscrape.com/catalogue/carry-on-warrior-thoughts-on-life-unarmed_672/index.html,3,Instock,$31.85,Default,14
Carrie,https://books.toscrape.com/catalogue/carrie_671/index.html,2,Instock,$46.23,Default,14
Buying In,https://books.toscrape.com/catalogue/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html,4,Instock,$37.80,Nonfiction,14
Brain on Fire,https://books.toscrape.com/catalogue/brain-on-fire-my-month-of-madness_669/index.html,5,Instock,$49.32,Nonfiction,14
Batman,https://books.toscrape.com/catalogue/batman-europa_668/index.html,2,Instock,$32.01,Sequential Art,14
Barefoot Contessa Back to ...,https://books.toscrape.com/catalogue/barefoot-contessa-back-to-basics_667/index.html,1,Instock,$28.01,Food And Drink,14
Barefoot Contessa at Home,https://books.toscrape.com/catalogue/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html,5,Instock,$50.62,Food And Drink,14
Balloon Animals,https://books.toscrape.com/catalogue/balloon-animals_665/index.html,3,Instock,$17.03,Fiction,14
Art Ops Vol. 1,https://books.toscrape.com/catalogue/art-ops-vol-1_664/index.html,3,Instock,$48.80,Sequential Art,14
Aristotle and Dante Discover ...,https://books.toscrape.com/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html,4,Instock,$58.14,Young Adult,14
Angels Walking,https://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html,2,Instock,$34.20,Add A Comment,14
Angels & Demons,https://books.toscrape.com/catalogue/angels-demons-robert-langdon-1_661/index.html,3,Instock,$51.48,Default,14
All the Light We ...,https://books.toscrape.com/catalogue/all-the-light-we-cannot-see_660/index.html,5,Instock,$29.87,Historical,14
Adulthood Is a Myth,https://books.toscrape.com/catalogue/adulthood-is-a-myth-a-sarahs-scribbles-collection_659/index.html,2,Instock,$10.90,Sequential Art,14
Abstract City,https://books.toscrape.com/catalogue/abstract-city_658/index.html,5,Instock,$56.37,Nonfiction,14
A Time of Torment ...,https://books.toscrape.com/catalogue/a-time-of-torment-charlie-parker-14_657/index.html,5,Instock,$48.35,Mystery,14
A Study in Scarlet ...,https://books.toscrape.com/catalogue/a-study-in-scarlet-sherlock-holmes-1_656/index.html,2,Instock,$16.73,Mystery,14
A Series of Catastrophes ...,https://books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html,2,Instock,$56.48,Add A Comment,14
A People's History of ...,https://books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/index.html,2,Instock,$40.79,Add A Comment,14
A Man Called Ove,https://books.toscrape.com/catalogue/a-man-called-ove_653/index.html,1,Instock,$39.72,Fiction,14
A Distant Mirror,https://books.toscrape.com/catalogue/a-distant-mirror-the-calamitous-14th-century_652/index.html,3,Instock,$14.58,History,14
A Brush of Wings ...,https://books.toscrape.com/catalogue/a-brush-of-wings-angels-walking-3_651/index.html,1,Instock,$55.51,Add A Comment,14
1491,https://books.toscrape.com/catalogue/1491-new-revelations-of-the-americas-before-columbus_650/index.html,3,Instock,$21.80,History,14
"The Three Searches, Meaning, ...",https://books.toscrape.com/catalogue/the-three-searches-meaning-and-the-story_649/index.html,3,Instock,$13.33,Default,13
Searching for Meaning in ...,https://books.toscrape.com/catalogue/searching-for-meaning-in-gailana_648/index.html,1,Instock,$38.73,Fantasy,13
Rook,https://books.toscrape.com/catalogue/rook_647/index.html,4,Instock,$37.86,Add A Comment,13
My Kitchen Year,https://books.toscrape.com/catalogue/my-kitchen-year-136-recipes-that-saved-my-life_646/index.html,2,Instock,$11.53,Food And Drink,13
13 Hours,https://books.toscrape.com/catalogue/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html,1,Instock,$27.06,Nonfiction,13
Will You Won't You ...,https://books.toscrape.com/catalogue/will-you-wont-you-want-me_644/index.html,3,Instock,$13.86,Womens Fiction,12
Tipping Point for Planet ...,https://books.toscrape.com/catalogue/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html,1,Instock,$37.55,Science,12
The Star-Touched Queen,https://books.toscrape.com/catalogue/the-star-touched-queen_642/index.html,5,Instock,$32.30,Fantasy,12
The Silent Sister,https://books.toscrape.com/catalogue/the-silent-sister-riley-macpherson-1_641/index.html,5,Instock,$46.29,Fiction,12
The Midnight Watch,https://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html,1,Instock,$26.20,Add A Comment,12
The Lonely City,https://books.toscrape.com/catalogue/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html,2,Instock,$33.26,Nonfiction,12
The Gray Rhino,https://books.toscrape.com/catalogue/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html,4,Instock,$59.15,Add A Comment,12
The Golden Condom,https://books.toscrape.com/catalogue/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html,1,Instock,$39.43,Psychology,12
The Epidemic,https://books.toscrape.com/catalogue/the-epidemic-the-program-06_636/index.html,5,Instock,$14.44,Young Adult,12
The Dinner Party,https://books.toscrape.com/catalogue/the-dinner-party_635/index.html,2,Instock,$56.54,Fiction,12
The Diary of a ...,https://books.toscrape.com/catalogue/the-diary-of-a-young-girl_634/index.html,3,Instock,$59.90,Nonfiction,12
The Children,https://books.toscrape.com/catalogue/the-children_633/index.html,3,Instock,$11.88,Add A Comment,12
Stars Above,https://books.toscrape.com/catalogue/stars-above-the-lunar-chronicles-45_632/index.html,2,Instock,$48.05,Young Adult,12
Snatched,https://books.toscrape.com/catalogue/snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html,3,Instock,$21.21,Nonfiction,12
Raspberry Pi Electronics Projects ...,https://books.toscrape.com/catalogue/raspberry-pi-electronics-projects-for-the-evil-genius_630/index.html,4,Instock,$49.67,Default,12
Quench Your Own Thirst,https://books.toscrape.com/catalogue/quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html,1,Instock,$43.14,Business,12
Psycho,https://books.toscrape.com/catalogue/psycho-sanitarium-psycho-15_628/index.html,5,Instock,$36.97,Horror,12
Poisonous,https://books.toscrape.com/catalogue/poisonous-max-revere-novels-3_627/index.html,3,Instock,$26.80,Mystery,12
One with You,https://books.toscrape.com/catalogue/one-with-you-crossfire-5_626/index.html,4,Instock,$15.71,Add A Comment,12
No Love Allowed,https://books.toscrape.com/catalogue/no-love-allowed-dodge-cove-1_625/index.html,4,Instock,$54.65,Young Adult,12
Murder at the 42nd ...,https://books.toscrape.com/catalogue/murder-at-the-42nd-street-library-raymond-ambler-1_624/index.html,4,Instock,$54.36,Mystery,12
Most Wanted,https://books.toscrape.com/catalogue/most-wanted_623/index.html,3,Instock,$35.28,Mystery,12
"Love, Lies and Spies",https://books.toscrape.com/catalogue/love-lies-and-spies_622/index.html,2,Instock,$20.55,Historical Fiction,12
How to Speak Golf,https://books.toscrape.com/catalogue/how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html,5,Instock,$58.32,Default,12
Hide Away,https://books.toscrape.com/catalogue/hide-away-eve-duncan-20_620/index.html,1,Instock,$11.84,Mystery,12
Furiously Happy,https://books.toscrape.com/catalogue/furiously-happy-a-funny-book-about-horrible-things_619/index.html,4,Instock,$41.46,Nonfiction,12
Everyday Italian,https://books.toscrape.com/catalogue/everyday-italian-125-simple-and-delicious-recipes_618/index.html,5,Instock,$20.10,Food And Drink,12
Equal Is Unfair,https://books.toscrape.com/catalogue/equal-is-unfair-americas-misguided-fight-against-income-inequality_617/index.html,1,Instock,$56.86,Politics,12
Eleanor & Park,https://books.toscrape.com/catalogue/eleanor-park_616/index.html,5,Instock,$56.51,Default,12
Dirty,https://books.toscrape.com/catalogue/dirty-dive-bar-1_615/index.html,4,Instock,$40.83,Romance,12
Can You Keep a ...,https://books.toscrape.com/catalogue/can-you-keep-a-secret-fear-street-relaunch-4_614/index.html,1,Instock,$48.64,Horror,12
Boar Island,https://books.toscrape.com/catalogue/boar-island-anna-pigeon-19_613/index.html,3,Instock,$59.48,Mystery,12
A Paris Apartment,https://books.toscrape.com/catalogue/a-paris-apartment_612/index.html,4,Instock,$39.01,Historical Fiction,12
A la Mode,https://books.toscrape.com/catalogue/a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html,1,Instock,$38.77,Food And Drink,12
Troublemaker,https://books.toscrape.com/catalogue/troublemaker-surviving-hollywood-and-scientology_610/index.html,2,Instock,$48.39,Default,11
The Widow,https://books.toscrape.com/catalogue/the-widow_609/index.html,2,Instock,$27.26,Mystery,11
The Sleep Revolution,https://books.toscrape.com/catalogue/the-sleep-revolution-transforming-your-life-one-night-at-a-time_608/index.html,4,Instock,$11.68,Nonfiction,11
The Improbability of Love,https://books.toscrape.com/catalogue/the-improbability-of-love_607/index.html,1,Instock,$59.45,Fiction,11
The Art of Startup ...,https://books.toscrape.com/catalogue/the-art-of-startup-fundraising_606/index.html,3,Instock,$21.00,Business,11
Take Me Home Tonight ...,https://books.toscrape.com/catalogue/take-me-home-tonight-rock-star-romance-3_605/index.html,3,Instock,$53.98,Romance,11
Sleeping Giants,https://books.toscrape.com/catalogue/sleeping-giants-themis-files-1_604/index.html,1,Instock,$48.74,Science Fiction,11
Setting the World on ...,https://books.toscrape.com/catalogue/setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html,2,Instock,$21.15,Biography,11
Playing with Fire,https://books.toscrape.com/catalogue/playing-with-fire_602/index.html,3,Instock,$13.71,Mystery,11
Off the Hook,https://books.toscrape.com/catalogue/off-the-hook-fishing-for-trouble-1_601/index.html,3,Instock,$47.67,Romance,11
Mothering Sunday,https://books.toscrape.com/catalogue/mothering-sunday_600/index.html,2,Instock,$13.34,Fiction,11
